,DATA_PEDIDO,HORA_PEDIDO,VALOR_PRODUTOS,TAXA_ENTREGA,TOTAL_PEDIDO,FORMA_PAGAMENTO,AVALIACAO,STATUS,ID_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,ID_USUARIO,DDD_USUARIO,DATA_CADASTRO_USUARIO,PRIMEIRO_PEDIDO,BAIRRO_USUARIO,CIDADE_USUARIO,SO_DISPOSITIVO
9518,2016-10-17, 22:11,13.0,4.0,17.0,Dinheiro,0.0,Entregue,640,Comida Natural,36744,77,2016-03-31,Não,Guarani,Vitória da Conquista,Android
9519,2016-10-18, 18:09,11.0,3.0,14.0,Dinheiro,5.0,Recusado,640,Comida Natural,48896,77,2016-06-18,Não,Brasil,Vitória da Conquista,Android
9520,2016-10-18, 18:21,14.5,4.0,18.5,Dinheiro,5.0,Entregue,640,Comida Natural,60784,77,2016-09-08,Não,Recreio,Vitória da Conquista,Android
9521,2016-10-18, 19:30,25.0,3.0,28.0,Dinheiro,0.0,Entregue,640,Comida Natural,67816,77,2016-10-18,Sim,Centro,Vitória da Conquista,PC
9522,2016-10-18, 19:38,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9523,2016-10-18, 22:38,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9524,2016-10-19, 16:17,32.0,3.0,35.0,Dinheiro,0.0,Entregue,640,Comida Natural,43832,77,2016-05-16,Não,Brasil,Vitória da Conquista,PC
9525,2016-10-19, 16:30,30.0,4.0,34.0,Dinheiro,0.0,Entregue,640,Comida Natural,42152,77,2016-05-06,Não,Recreio,Vitória da Conquista,iOS
9526,2016-10-19, 16:36,13.0,3.0,16.0,Dinheiro,0.0,Entregue,640,Comida Natural,49272,77,2016-06-21,Não,Centro,Vitória da Conquista,iOS
9527,2016-10-19, 21:16,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9528,2016-10-19, 22:02,16.0,3.0,19.0,Dinheiro,5.0,Entregue,640,Comida Natural,55688,77,2016-08-10,Não,Candeias,Vitória da Conquista,Android
9529,2016-10-19, 22:17,27.0,3.0,30.0,Dinheiro,0.0,Entregue,640,Comida Natural,54760,77,2016-08-04,Não,Primavera,Vitória da Conquista,Android
9530,2016-10-20, 15:24,16.0,3.0,19.0,Dinheiro,5.0,Entregue,640,Comida Natural,55224,77,2016-08-08,Não,Centro,Vitória da Conquista,iOS
9531,2016-10-20, 15:25,16.0,4.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,35744,77,2016-03-26,Não,Recreio,Vitória da Conquista,Android
9532,2016-10-20, 17:41,24.0,3.0,27.0,Dinheiro,0.0,Entregue,640,Comida Natural,13968,77,2015-11-02,Não,Candeias,Vitória da Conquista,Android
9533,2016-10-20, 18:42,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,44376,77,2016-05-18,Não,Candeias,Vitória da Conquista,iOS
9534,2016-10-20, 19:28,30.0,4.0,34.0,Dinheiro,0.0,Entregue,640,Comida Natural,35800,77,2016-03-27,Não,Guarani,Vitória da Conquista,Android
9535,2016-10-20, 19:40,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9536,2016-10-20, 20:29,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,55904,77,2016-08-12,Não,Candeias,Vitória da Conquista,iOS
9537,2016-10-20, 21:04,16.0,3.0,19.0,Dinheiro,5.0,Recusado,640,Comida Natural,20728,33,2015-12-18,Não,Candeias,Vitória da Conquista,Android
9538,2016-10-20, 22:15,16.0,4.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,34064,77,2016-03-15,Não,Zabelê,Vitória da Conquista,Android
9539,2016-10-21, 15:15,28.5,3.0,31.5,Dinheiro,0.0,Entregue,640,Comida Natural,26544,77,2016-01-31,Não,Candeias,Vitória da Conquista,Android
9540,2016-10-21, 15:46,21.5,3.0,24.5,Dinheiro,0.0,Entregue,640,Comida Natural,33176,77,2016-03-11,Não,Centro,Vitória da Conquista,Android
9541,2016-10-21, 16:40,16.0,3.5,19.5,Dinheiro,0.0,Entregue,640,Comida Natural,55224,77,2016-08-08,Não,Patagônia,Vitória da Conquista,iOS
9542,2016-10-21, 19:26,16.0,3.0,19.0,Dinheiro,5.0,Entregue,640,Comida Natural,20728,33,2015-12-18,Não,Candeias,Vitória da Conquista,Android
9543,2016-10-21, 20:48,20.9,3.0,23.9,Dinheiro,0.0,Entregue,640,Comida Natural,53288,77,2016-07-24,Não,Candeias,Vitória da Conquista,iOS
9544,2016-10-21, 22:53,30.0,3.0,33.0,Dinheiro,0.0,Entregue,640,Comida Natural,15408,77,2015-11-12,Não,Candeias,Vitória da Conquista,iOS
9545,2016-10-22, 16:02,18.0,3.0,21.0,Dinheiro,5.0,Entregue,640,Comida Natural,65560,77,2016-10-04,Não,Centro,Vitória da Conquista,iOS
9546,2016-10-22, 16:55,9.0,3.0,12.0,Dinheiro,5.0,Entregue,640,Comida Natural,13976,77,2015-11-02,Não,Primavera,Vitória da Conquista,Android
9547,2016-10-22, 18:58,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,62192,77,2016-09-15,Não,Primavera,Vitória da Conquista,Android
9548,2016-10-22, 21:48,38.0,4.0,42.0,Dinheiro,5.0,Entregue,640,Comida Natural,60520,77,2016-09-06,Não,Kadija,Vitória da Conquista,Android
9549,2016-10-22, 22:03,32.0,3.0,35.0,Dinheiro,5.0,Entregue,640,Comida Natural,43152,77,2016-05-12,Não,Alto Maron,Vitória da Conquista,iOS
9550,2016-10-23, 15:06,25.0,3.0,28.0,Dinheiro,0.0,Entregue,640,Comida Natural,48216,77,2016-06-14,Não,Candeias,Vitória da Conquista,Android
9551,2016-10-23, 15:48,9.0,3.0,12.0,Dinheiro,5.0,Entregue,640,Comida Natural,47376,77,2016-06-09,Não,Candeias,Vitória da Conquista,Android
9552,2016-10-23, 16:33,30.0,4.0,34.0,Dinheiro,0.0,Entregue,640,Comida Natural,41056,77,2016-04-26,Não,Boa Vista,Vitória da Conquista,iOS
9553,2016-10-23, 17:17,29.0,4.0,33.0,Dinheiro,0.0,Entregue,640,Comida Natural,41888,77,2016-05-03,Não,Felícia,Vitória da Conquista,Android
9554,2016-10-23, 17:33,15.0,3.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,23416,77,2016-01-06,Não,Brasil,Vitória da Conquista,iOS
9555,2016-10-23, 18:49,17.0,3.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,33592,77,2016-03-14,Não,Alto Maron,Vitória da Conquista,Android
9556,2016-10-23, 18:52,16.0,3.0,19.0,Dinheiro,5.0,Entregue,640,Comida Natural,36680,77,2016-03-30,Não,Ibirapuera,Vitória da Conquista,Android
9557,2016-10-23, 20:59,13.0,3.0,16.0,Dinheiro,0.0,Entregue,640,Comida Natural,66120,77,2016-10-08,Não,Urbis I,Vitória da Conquista,Android
9558,2016-10-23, 22:21,32.0,3.0,35.0,Dinheiro,0.0,Entregue,640,Comida Natural,1464,77,2015-03-16,Não,Brasil,Vitória da Conquista,Android
9559,2016-10-24, 16:57,16.0,4.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,62800,77,2016-09-19,Não,Recreio,Vitória da Conquista,iOS
9560,2016-10-24, 17:27,20.0,3.0,23.0,Dinheiro,0.0,Entregue,640,Comida Natural,23680,77,2016-01-08,Não,Centro,Vitória da Conquista,iOS
9561,2016-10-24, 18:47,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,32688,77,2016-03-09,Não,Candeias,Vitória da Conquista,Android
9562,2016-10-24, 19:53,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,38640,77,2016-04-12,Não,Ibirapuera,Vitória da Conquista,Android
9563,2016-10-24, 20:01,12.0,3.0,15.0,Dinheiro,5.0,Entregue,640,Comida Natural,68168,77,2016-10-21,Não,Primavera,Vitória da Conquista,Android
9564,2016-10-24, 21:17,9.0,3.0,12.0,Dinheiro,2.0,Entregue,640,Comida Natural,56992,77,2016-08-17,Não,Candeias,Vitória da Conquista,iOS
9565,2016-10-24, 21:29,46.0,3.0,49.0,Dinheiro,0.0,Entregue,640,Comida Natural,68768,77,2016-10-24,Sim,Centro,Vitória da Conquista,Android
9566,2016-10-25, 15:50,30.0,3.0,33.0,Dinheiro,0.0,Entregue,640,Comida Natural,50184,71,2016-06-30,Não,Candeias,Vitória da Conquista,iOS
9567,2016-10-25, 16:06,30.0,3.0,33.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9568,2016-10-25, 16:10,25.0,4.0,29.0,Dinheiro,0.0,Entregue,640,Comida Natural,33080,77,2016-03-11,Não,Recreio,Vitória da Conquista,Android
9569,2016-10-25, 16:26,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,68904,77,2016-10-25,Sim,Candeias,Vitória da Conquista,Android
9570,2016-10-25, 16:47,30.0,3.0,33.0,Dinheiro,0.0,Recusado,640,Comida Natural,60936,77,2016-09-09,Não,Centro,Vitória da Conquista,iOS
9571,2016-10-25, 17:00,16.0,3.5,19.5,Dinheiro,4.0,Entregue,640,Comida Natural,55224,77,2016-08-08,Não,Patagônia,Vitória da Conquista,iOS
9572,2016-10-25, 17:08,30.0,3.0,33.0,Dinheiro,0.0,Recusado,640,Comida Natural,60936,77,2016-09-09,Não,Centro,Vitória da Conquista,iOS
9573,2016-10-25, 17:27,21.0,3.0,24.0,Dinheiro,0.0,Entregue,640,Comida Natural,29120,77,2016-02-16,Não,Candeias,Vitória da Conquista,Android
9574,2016-10-25, 17:32,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,20064,77,2015-12-14,Não,Candeias,Vitória da Conquista,iOS
9575,2016-10-25, 17:45,13.0,5.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,68912,77,2016-10-25,Sim,Urbis IV,Vitória da Conquista,iOS
9576,2016-10-25, 17:57,24.5,3.0,27.5,Dinheiro,0.0,Entregue,640,Comida Natural,31280,77,2016-03-01,Não,Candeias,Vitória da Conquista,iOS
9577,2016-10-25, 18:03,23.0,3.0,26.0,Dinheiro,0.0,Entregue,640,Comida Natural,67776,77,2016-10-18,Não,Alto Maron,Vitória da Conquista,Android
9578,2016-10-25, 18:32,29.0,3.0,32.0,Dinheiro,0.0,Entregue,640,Comida Natural,66120,77,2016-10-08,Não,Urbis I,Vitória da Conquista,Android
9579,2016-10-25, 18:40,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,7256,77,2015-08-16,Não,Urbis I,Vitória da Conquista,Android
9580,2016-10-25, 19:43,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,14864,77,2015-11-08,Não,Candeias,Vitória da Conquista,PC
9581,2016-10-25, 20:10,30.0,4.0,34.0,Dinheiro,1.0,Entregue,640,Comida Natural,44008,77,2016-05-17,Não,Boa Vista,Vitória da Conquista,Android
9582,2016-10-25, 21:19,24.0,3.0,27.0,Dinheiro,0.0,Recusado,640,Comida Natural,58280,77,2016-08-24,Não,Candeias,Vitória da Conquista,Android
9583,2016-10-25, 21:22,24.0,3.0,27.0,Dinheiro,0.0,Entregue,640,Comida Natural,58280,77,2016-08-24,Não,Candeias,Vitória da Conquista,Android
9584,2016-10-25, 21:27,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,16184,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9585,2016-10-26, 15:26,16.5,3.0,19.5,Dinheiro,0.0,Recusado,640,Comida Natural,63848,77,2016-09-27,Não,Candeias,Vitória da Conquista,iOS
9586,2016-10-27, 15:44,18.0,4.0,22.0,Dinheiro,0.0,Entregue,640,Comida Natural,35744,77,2016-03-26,Não,Recreio,Vitória da Conquista,Android
9587,2016-10-27, 15:47,9.0,3.0,12.0,Dinheiro,0.0,Entregue,640,Comida Natural,47376,77,2016-06-09,Não,Candeias,Vitória da Conquista,Android
9588,2016-10-27, 16:21,32.0,4.0,36.0,Dinheiro,0.0,Entregue,640,Comida Natural,27664,77,2016-02-07,Não,Jardim Candeias,Vitória da Conquista,Android
9589,2016-10-27, 19:51,28.0,4.0,32.0,Dinheiro,0.0,Entregue,640,Comida Natural,34064,77,2016-03-15,Não,Zabelê,Vitória da Conquista,Android
9590,2016-10-27, 21:41,17.0,3.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,56376,77,2016-08-14,Não,Centro,Vitória da Conquista,Android
9591,2016-10-27, 22:18,14.0,4.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,66184,77,2016-10-09,Não,Recreio,Vitória da Conquista,Android
9592,2016-10-28, 19:00,16.0,3.0,19.0,Dinheiro,5.0,Entregue,640,Comida Natural,20728,33,2015-12-18,Não,Candeias,Vitória da Conquista,Android
9593,2016-10-28, 21:00,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,26544,77,2016-01-31,Não,Candeias,Vitória da Conquista,Android
9594,2016-10-28, 23:00,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,5072,77,2015-06-24,Não,Centro,Vitória da Conquista,Android
9595,2016-10-29, 17:26,15.0,3.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,53352,74,2016-07-25,Não,Alto Maron,Vitória da Conquista,iOS
9596,2016-10-29, 20:38,28.5,3.0,31.5,Dinheiro,0.0,Entregue,640,Comida Natural,52952,77,2016-07-21,Não,Candeias,Vitória da Conquista,Android
9597,2016-10-29, 22:07,12.0,3.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,20568,77,2015-12-16,Não,Candeias,Vitória da Conquista,iOS
9598,2016-10-30, 15:03,10.0,4.0,14.0,Dinheiro,0.0,Recusado,640,Comida Natural,37000,77,2016-04-03,Não,Boa Vista,Vitória da Conquista,iOS
9599,2016-10-30, 15:18,15.0,3.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,54264,73,2016-08-01,Não,São Vicente,Vitória da Conquista,Android
9600,2016-10-30, 15:47,9.0,3.0,12.0,Dinheiro,0.0,Entregue,640,Comida Natural,13024,77,2015-10-27,Não,São Vicente,Vitória da Conquista,Android
9601,2016-10-30, 19:09,16.0,4.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,35592,77,2016-03-24,Não,Felícia,Vitória da Conquista,Android
9602,2016-10-30, 19:49,11.0,4.0,15.0,Dinheiro,0.0,Entregue,640,Comida Natural,63728,77,2016-09-26,Não,Boa Vista,Vitória da Conquista,Android
9603,2016-10-30, 19:52,16.0,3.5,19.5,Dinheiro,0.0,Entregue,640,Comida Natural,55224,77,2016-08-08,Não,Patagônia,Vitória da Conquista,iOS
9604,2016-10-30, 21:57,33.0,4.0,37.0,Dinheiro,0.0,Entregue,640,Comida Natural,67032,73,2016-10-14,Não,Boa Vista,Vitória da Conquista,iOS
9605,2016-10-30, 22:46,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,17664,77,2015-11-25,Não,Centro,Vitória da Conquista,iOS
9606,2016-10-30, 22:51,39.0,3.5,42.5,Dinheiro,0.0,Entregue,640,Comida Natural,36872,77,2016-04-01,Não,Urbis II,Vitória da Conquista,iOS
9607,2016-10-31, 15:43,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,62808,77,2016-09-19,Não,Candeias,Vitória da Conquista,Android
9608,2016-10-31, 18:57,11.0,3.0,14.0,Dinheiro,0.0,Entregue,640,Comida Natural,67024,77,2016-10-14,Não,Candeias,Vitória da Conquista,iOS
9609,2016-10-31, 19:44,15.0,3.0,18.0,Dinheiro,0.0,Entregue,640,Comida Natural,69800,77,2016-10-31,Sim,Candeias,Vitória da Conquista,Android
9610,2016-10-31, 20:06,23.0,3.0,26.0,Dinheiro,0.0,Entregue,640,Comida Natural,60208,77,2016-09-05,Não,Candeias,Vitória da Conquista,Android
9611,2016-10-31, 20:40,16.0,4.0,20.0,Dinheiro,0.0,Entregue,640,Comida Natural,34064,77,2016-03-15,Não,Zabelê,Vitória da Conquista,Android
9612,2016-10-31, 21:46,13.0,3.0,16.0,Dinheiro,0.0,Entregue,640,Comida Natural,61456,77,2016-09-12,Não,Centro,Vitória da Conquista,Android
9613,2016-10-31, 22:55,15.9,4.0,19.9,Dinheiro,0.0,Recusado,640,Comida Natural,53928,77,2016-07-28,Não,Recreio,Vitória da Conquista,Android
9614,2016-11-01, 15:06,30.0,3.0,33.0,Dinheiro,0.0,Entregue,640,Comida Natural,35688,77,2016-03-25,Não,Centro,Vitória da Conquista,Android
9615,2016-11-01, 15:26,16.0,3.0,19.0,Dinheiro,0.0,Entregue,640,Comida Natural,52712,77,2016-07-19,Não,Brasil,Vitória da Conquista,Android
9616,2016-11-01, 16:07,28.0,3.0,31.0,Dinheiro,5.0,Entregue,640,Comida Natural,29120,77,2016-02-16,Não,Candeias,Vitória da Conquista,Android
9617,2016-07-06, 19:37,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,6656,77,2015-08-03,Não,Guarani,Vitória da Conquista,Android
9618,2016-07-06, 20:40,18.0,3.0,21.0,Dinheiro,0.0,Entregue,648,Lanchonete,26696,77,2016-02-01,Não,Candeias,Vitória da Conquista,Android
9619,2016-07-06, 23:08,18.0,4.0,22.0,Dinheiro,5.0,Entregue,648,Lanchonete,17872,77,2015-11-27,Não,Petrópolis,Vitória da Conquista,Android
9620,2016-07-07, 19:41,18.0,3.0,21.0,Dinheiro,0.0,Entregue,648,Lanchonete,7792,77,2015-08-24,Não,Recreio,Vitória da Conquista,Android
9621,2016-07-07, 21:28,42.0,4.0,46.0,Dinheiro,5.0,Entregue,648,Lanchonete,50880,77,2016-07-07,Sim,Centro,Vitória da Conquista,iOS
9622,2016-07-07, 23:11,22.0,3.0,25.0,Dinheiro,0.0,Entregue,648,Lanchonete,23800,77,2016-01-10,Não,Recreio,Vitória da Conquista,Android
9623,2016-07-07, 23:16,13.0,4.0,17.0,Dinheiro,0.0,Recusado,648,Lanchonete,8440,77,2015-09-04,Não,Jurema,Vitória da Conquista,Android
9624,2016-07-07, 23:19,13.0,4.0,17.0,Dinheiro,0.0,Entregue,648,Lanchonete,8440,77,2015-09-04,Não,Centro,Vitória da Conquista,Android
9625,2016-07-08, 20:29,27.0,4.0,31.0,Dinheiro,5.0,Entregue,648,Lanchonete,4344,77,2015-06-04,Não,Centro,Vitória da Conquista,iOS
9626,2016-07-10, 21:39,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,14264,77,2015-11-03,Não,Boa Vista,Vitória da Conquista,iOS
9627,2016-07-11, 19:24,15.0,5.0,20.0,Dinheiro,0.0,Entregue,648,Lanchonete,45864,77,2016-05-30,Não,Brasil,Vitória da Conquista,Android
9628,2016-07-12, 19:48,41.0,4.0,45.0,Dinheiro,0.0,Entregue,648,Lanchonete,880,77,2015-03-06,Não,Espl. do Parque,Vitória da Conquista,Android
9629,2016-07-13, 19:40,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,13976,77,2015-11-02,Não,Primavera,Vitória da Conquista,Android
9630,2016-07-14, 19:26,26.0,4.0,30.0,Dinheiro,0.0,Entregue,648,Lanchonete,42560,77,2016-05-09,Não,Boa Vista,Vitória da Conquista,Android
9631,2016-07-14, 20:54,36.0,3.0,39.0,Dinheiro,0.0,Entregue,648,Lanchonete,45384,77,2016-05-25,Não,Candeias,Vitória da Conquista,iOS
9632,2016-07-14, 22:02,43.0,6.0,49.0,Dinheiro,0.0,Recusado,648,Lanchonete,38864,77,2016-04-14,Não,Ibirapuera,Vitória da Conquista,Android
9634,2016-07-18, 21:27,22.0,3.0,25.0,Dinheiro,0.0,Entregue,648,Lanchonete,3688,77,2015-05-20,Não,Candeias,Vitória da Conquista,Android
9635,2016-07-18, 23:08,23.0,4.0,27.0,Dinheiro,0.0,Entregue,648,Lanchonete,28264,77,2016-02-09,Não,Alto Maron,Vitória da Conquista,Android
9636,2016-07-19, 19:04,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,15016,77,2015-11-09,Não,São Vicente,Vitória da Conquista,iOS
9637,2016-07-19, 19:37,36.0,3.0,39.0,Dinheiro,0.0,Entregue,648,Lanchonete,25768,77,2016-01-26,Não,Candeias,Vitória da Conquista,iOS
9638,2016-07-19, 19:55,32.0,4.0,36.0,Dinheiro,0.0,Entregue,648,Lanchonete,36880,77,2016-04-01,Não,Primavera,Vitória da Conquista,iOS
9640,2016-07-19, 22:14,4.0,5.0,9.0,Dinheiro,0.0,Entregue,648,Lanchonete,12712,77,2015-10-26,Não,Brasil,Vitória da Conquista,Android
9641,2016-07-21, 21:41,18.0,4.0,22.0,Dinheiro,5.0,Entregue,648,Lanchonete,44680,77,2016-05-21,Não,Alto Maron,Vitória da Conquista,Android
9642,2016-07-22, 20:11,29.0,3.0,32.0,Dinheiro,0.0,Entregue,648,Lanchonete,53072,71,2016-07-22,Sim,Recreio,Vitória da Conquista,PC
9643,2016-07-22, 21:43,13.0,6.0,19.0,Dinheiro,0.0,Entregue,648,Lanchonete,38864,77,2016-04-14,Não,Ibirapuera,Vitória da Conquista,Android
9644,2016-07-23, 20:09,43.0,4.0,47.0,Dinheiro,0.0,Entregue,648,Lanchonete,34248,77,2016-03-17,Não,Guarani,Vitória da Conquista,iOS
9645,2016-07-24, 20:50,18.0,3.0,21.0,Dinheiro,0.0,Entregue,648,Lanchonete,43504,77,2016-05-13,Não,Urbis I,Vitória da Conquista,Android
9646,2016-07-24, 22:32,33.0,4.0,37.0,Dinheiro,0.0,Entregue,648,Lanchonete,34064,77,2016-03-15,Não,Centro,Vitória da Conquista,Android
9647,2016-07-25, 22:21,12.0,5.0,17.0,Dinheiro,1.0,Entregue,648,Lanchonete,13848,77,2015-11-02,Não,Mor. dos Pássaros,Vitória da Conquista,Android
9648,2016-07-27, 19:33,30.0,4.0,34.0,Dinheiro,0.0,Entregue,648,Lanchonete,12744,77,2015-10-26,Não,Boa Vista,Vitória da Conquista,Android
9649,2016-07-28, 19:06,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,6856,77,2015-08-07,Não,Patagônia,Vitória da Conquista,Android
9650,2016-07-29, 19:59,25.0,4.0,29.0,Dinheiro,5.0,Entregue,648,Lanchonete,12744,77,2015-10-26,Não,Boa Vista,Vitória da Conquista,Android
9651,2016-07-30, 18:38,12.0,4.0,16.0,Dinheiro,0.0,Entregue,648,Lanchonete,54056,77,2016-07-30,Sim,Candeias,Vitória da Conquista,iOS
9652,2016-07-30, 20:39,22.0,4.0,26.0,Dinheiro,0.0,Entregue,648,Lanchonete,43504,77,2016-05-13,Não,Urbis I,Vitória da Conquista,Android
9653,2016-08-01, 21:00,44.0,4.0,48.0,Dinheiro,0.0,Entregue,648,Lanchonete,33712,77,2016-03-14,Não,Alto Maron,Vitória da Conquista,Android
9654,2016-08-02, 18:57,22.0,5.0,27.0,Dinheiro,5.0,Entregue,648,Lanchonete,25968,77,2016-01-26,Não,Felícia,Vitória da Conquista,Android
9655,2016-08-02, 20:32,44.0,4.0,48.0,Dinheiro,0.0,Entregue,648,Lanchonete,1664,77,2015-03-20,Não,Candeias,Vitória da Conquista,Android
9656,2016-08-06, 19:58,23.5,4.0,27.5,Dinheiro,0.0,Entregue,648,Lanchonete,6856,77,2015-08-07,Não,Patagônia,Vitória da Conquista,Android
9657,2016-08-06, 20:20,33.0,5.0,38.0,Dinheiro,0.0,Entregue,648,Lanchonete,35864,77,2016-03-27,Não,Ibirapuera,Vitória da Conquista,PC
9658,2016-08-07, 22:18,31.0,4.0,35.0,Dinheiro,0.0,Entregue,648,Lanchonete,54528,77,2016-08-02,Não,Patagônia,Vitória da Conquista,PC
9659,2016-08-08, 21:31,22.0,4.0,26.0,Dinheiro,0.0,Entregue,648,Lanchonete,24792,77,2016-01-18,Não,Candeias,Vitória da Conquista,iOS
9660,2016-08-08, 23:12,29.0,4.0,33.0,Dinheiro,0.0,Entregue,648,Lanchonete,34448,77,2016-03-18,Não,Alto Maron,Vitória da Conquista,Android
9661,2016-08-09, 21:20,19.0,4.0,23.0,Dinheiro,4.0,Entregue,648,Lanchonete,55616,77,2016-08-09,Sim,Boa Vista,Vitória da Conquista,Android
9662,2016-08-11, 20:13,18.0,4.0,22.0,Dinheiro,4.0,Entregue,648,Lanchonete,55808,77,2016-08-11,Sim,Boa Vista,Vitória da Conquista,Android
9663,2016-08-11, 20:38,36.0,4.0,40.0,Dinheiro,0.0,Entregue,648,Lanchonete,34600,77,2016-03-20,Não,Candeias,Vitória da Conquista,PC
9664,2016-08-15, 19:49,18.0,4.0,22.0,Dinheiro,5.0,Entregue,648,Lanchonete,23208,77,2016-01-05,Não,Santa Cecília,Vitória da Conquista,iOS
9665,2016-08-15, 20:15,22.0,4.0,26.0,Dinheiro,5.0,Entregue,648,Lanchonete,824,77,2015-03-05,Não,Boa Vista,Vitória da Conquista,Android
9666,2016-08-16, 19:07,18.0,4.0,22.0,Dinheiro,0.0,Entregue,648,Lanchonete,16064,77,2015-11-16,Não,Centro,Vitória da Conquista,Android
9667,2016-08-16, 19:40,36.0,4.0,40.0,Dinheiro,5.0,Entregue,648,Lanchonete,13072,77,2015-10-27,Não,Candeias,Vitória da Conquista,iOS
9669,2016-08-16, 21:39,18.0,5.0,23.0,Dinheiro,5.0,Entregue,648,Lanchonete,54536,77,2016-08-02,Não,Ibirapuera,Vitória da Conquista,Android
9670,2016-08-16, 22:00,15.0,4.0,19.0,Dinheiro,0.0,Entregue,648,Lanchonete,26936,77,2016-02-02,Não,Candeias,Vitória da Conquista,PC
9671,2016-08-17, 21:02,15.0,4.0,19.0,Dinheiro,0.0,Entregue,648,Lanchonete,43504,77,2016-05-13,Não,Urbis I,Vitória da Conquista,Android
9672,2016-08-17, 22:57,17.0,4.0,21.0,Dinheiro,0.0,Entregue,648,Lanchonete,10528,77,2015-10-08,Não,Mor. dos Pássaros,Vitória da Conquista,iOS
9673,2016-08-18, 18:26,43.0,4.0,47.0,Dinheiro,0.0,Entregue,648,Lanchonete,3688,77,2015-05-20,Não,Alto Maron,Vitória da Conquista,Android
9674,2016-08-20, 18:54,18.0,5.0,23.0,Dinheiro,0.0,Entregue,648,Lanchonete,11008,77,2015-10-16,Não,Felícia,Vitória da Conquista,Android
9675,2016-08-20, 19:08,18.0,4.0,22.0,Dinheiro,1.0,Recusado,648,Lanchonete,23400,73,2016-01-06,Não,Boa Vista,Vitória da Conquista,iOS
9676,2016-08-21, 20:06,22.0,4.0,26.0,Dinheiro,0.0,Entregue,648,Lanchonete,22776,77,2016-01-02,Não,Centro,Vitória da Conquista,Android
9679,2016-08-22, 21:51,36.0,4.0,40.0,Dinheiro,5.0,Entregue,648,Lanchonete,13072,77,2015-10-27,Não,Candeias,Vitória da Conquista,iOS
9680,2016-08-23, 20:00,18.0,3.0,21.0,Dinheiro,0.0,Entregue,648,Lanchonete,19272,77,2015-12-07,Não,São Vicente,Vitória da Conquista,Android
9681,2016-08-23, 22:32,46.0,4.0,50.0,Dinheiro,0.0,Entregue,648,Lanchonete,34648,77,2016-03-20,Não,Boa Vista,Vitória da Conquista,Android
9682,2016-08-25, 18:54,22.0,4.0,26.0,Dinheiro,5.0,Entregue,648,Lanchonete,53360,77,2016-07-25,Não,Candeias,Vitória da Conquista,Android
